movieId,titleString,releaseYear,avgRating,oldId
1290,Picnic at Hanging Rock,1975,4.0,1913
1291,Professione: reporter,1975,5.0,26350
1292,Profondo rosso,1975,2.6,7115
1293,The Rocky Horror Picture Show,1975,3.34,2657
1294,Rollerball,1975,3.5,5522
1295,Royal Flash,1975,4.0,31925
1296,Salò o le 120 giornate di Sodoma,1975,3.67,7024
1297,Shampoo,1975,3.07,3099
1298,The Stepford Wives,1975,3.18,2346
1299,Three Days of the Condor,1975,3.75,2819
1300,Tommy,1975,3.0,2877
1301,Travolti da un insolito destino nell'azzurro mare d'agosto,1974,4.67,2239
1302,Trilogy of Terror,1975,4.0,26357
1303,The Wind and the Lion,1975,3.0,7205
1304,Novecento,1976,4.5,26359
1305,Ai no korîda,1976,5.0,495
1306,All the President's Men,1976,4.02,6787
1307,Allegro non troppo,1976,4.0,7304
1308,Assault on Precinct 13,1976,3.6,3726
1309,The Bad News Bears,1976,3.28,5139
1310,The Big Bus,1976,5.0,5490
1311,Bugsy Malone,1976,2.75,6798
1312,Burnt Offerings,1976,3.75,1341
1313,Car Wash,1976,3.75,6410
1314,Carrie,1976,3.35,1345
1315,Il Casanova di Federico Fellini,1976,3.5,48638
1316,I due superpiedi quasi piatti,1977,2.5,47538
1317,The Eagle Has Landed,1976,3.25,3985
1318,Eaten Alive,1976,1.5,3294
1319,The Enforcer,1976,4.0,4945
1320,Eraserhead,1977,3.75,3676
1321,Family Plot,1976,3.17,2177
1322,Futureworld,1976,2.5,26365
1323,Harlan County U.S.A.,1976,5.0,26366
1324,Jonas qui aura 25 ans en l'an 2000,1976,5.0,3473
1325,Kenny & Company,1976,3.0,124484
1326,King Kong,1976,2.71,2367
1327,The Little Girl Who Lives Down the Lane,1976,4.0,32728
1328,Le locataire,1976,4.25,6530
1329,Logan's Run,1976,3.23,2528
1330,The Man Who Fell to Earth,1976,4.25,6184
1331,Marathon Man,1976,3.46,3551
1332,Midway,1976,3.33,4916
1333,Murder by Death,1976,2.83,5021
1334,Network,1976,4.02,3504
1335,Obsession,1976,3.0,4436
1336,The Omen,1976,3.82,1350
1337,The Outlaw Josey Wales,1976,4.25,3508
1338,The Pink Panther Strikes Again,1976,3.4,6663
1339,Robin and Marian,1976,3.25,5499
1340,Rocky,1976,3.83,1954
1341,The Seven-Per-Cent Solution,1976,2.5,31921
1342,The Shaggy D.A.,1976,2.83,2095
1343,Shao Lin si,1976,4.5,102338
1344,The Shootist,1976,3.5,4710
1345,Silent Movie,1976,3.5,8512
1346,Silver Streak,1976,3.67,26375
1347,Squirm,1976,2.0,6746
1348,Stroszek,1977,4.0,5121
1349,Taxi Driver,1976,4.11,111
1350,Voskhozhdenie,1977,3.5,32906
1351,12 stulev,1977,5.0,141816
1352,Roots,1977,3.17,69849
1353,21 Up,1977,4.0,52767
1354,3 Women,1977,4.17,8261
1355,Airport '77,1977,3.25,2522
1356,Der amerikanische Freund,1977,5.0,6021
1357,Annie Hall,1977,3.87,1230
1358,At zijí duchové!,1977,3.0,153386
1359,Audrey Rose,1977,2.0,1331
1360,Billy Jack Goes to Washington,1977,2.0,3958
1361,A Bridge Too Far,1977,3.79,7980
1362,Candleshoe,1977,4.0,2037
1363,Cet obscur objet du désir,1977,3.12,4928
1364,Close Encounters of the Third Kind,1977,3.74,3471
1365,Desperate Living,1977,3.5,7920
1366,The Duellists,1977,4.17,5965
1367,Equus,1977,3.5,6234
1368,Exorcist II: The Heretic,1977,1.5,1998
1369,For the Love of Benji,1977,4.0,3674
1370,Freaky Friday,1976,2.62,2014
1371,The Gauntlet,1977,3.5,4947
1372,Una giornata particolare,1977,4.0,32649
1373,The Goodbye Girl,1977,3.71,3244
1374,Herbie Goes to Monte Carlo,1977,2.33,2051
1375,High Anxiety,1977,3.5,26386
1376,I Never Promised You a Rose Garden,1977,2.0,4810
1377,Jabberwocky,1977,3.5,4911
1378,Jubilee,1978,3.0,6465
1379,Julia,1977,4.0,32234
1380,The Kentucky Fried Movie,1977,3.5,3760
1381,The Last Wave,1977,3.0,4927
1382,MacArthur,1977,4.0,4917
1383,Mannaja,1977,3.0,119828
1384,The Many Adventures of Winnie the Pooh,1977,3.5,31193
1385,Mimino,1977,4.0,102602
1386,"New York, New York",1977,2.5,26391
1387,"Oh, God!",1977,2.5,5214
1388,Orca,1977,1.5,8894
1389,The People That Time Forgot,1977,2.5,4953
1390,Pete's Dragon,1977,2.77,1030
1391,Pumping Iron,1977,3.67,7225
1392,Quel maledetto treno blindato,1978,3.57,52319
1393,The Rescuers,1977,3.19,2090
1394,Rollercoaster,1977,2.5,2523
1395,Saturday Night Fever,1977,3.32,5693
1396,Sinbad and the Eye of the Tiger,1977,3.0,3807
1397,Slap Shot,1977,3.86,5292
1398,Sluzhebnyy roman,1977,3.75,133712
1399,Smokey and the Bandit,1977,2.72,5247
1400,The Spy Who Loved Me,1977,3.44,3635
1401,Star Wars,1977,4.23,260
1402,Suspiria,1977,3.94,4437
1403,The Turning Point,1977,4.0,26394
1404,Wizards,1977,2.0,31150
1405,Avalanche,1978,2.5,2534
1406,Big Wednesday,1978,3.0,8391
1407,The Boys from Brazil,1978,3.69,3204
1408,Buck Rogers in the 25th Century,1979,2.5,158388
1409,The Buddy Holly Story,1978,3.6,2866
1410,La cage aux folles,1978,3.0,4705
1411,Can que,1978,5.0,115727
1412,The Cat from Outer Space,1978,2.33,2038
1413,The Cheap Detective,1978,3.0,4925
1414,Coma,1978,3.67,3015
1415,Coming Home,1978,3.3,3724
1416,Damien: Omen II,1978,2.88,2789
1417,Dawn of the Dead,1978,3.98,7387
1418,Days of Heaven,1978,3.67,2932
1419,Death on the Nile,1978,3.0,4212
1420,The Deer Hunter,1978,3.83,1263
1421,Devil Dog: The Hound of Hell,1978,4.0,148982
1422,Every Which Way But Loose,1978,3.0,5382
1423,Eyes of Laura Mars,1978,3.5,3445
1424,Faces of Death,1978,1.75,5735
1425,Wu du,1978,3.5,26399
1426,Force 10 from Navarone,1978,2.92,3519
1427,Foul Play,1978,2.75,7107
1428,The Fury,1978,3.0,3732
1429,Game of Death,1978,4.17,4441
1430,Grease,1978,3.14,1380
1431,Halloween,1978,3.72,1982
1432,Hao xia,1979,5.0,26401
1433,Heaven Can Wait,1978,3.27,2779
1434,The Hills Have Eyes,1977,3.5,5588
1435,Hot Lead and Cold Feet,1978,3.0,2055
1436,Höstsonaten,1978,4.62,2131
1437,Day of the Woman,1978,2.62,5891
1438,Ice Castles,1978,2.0,4316
1439,Interiors,1978,4.17,3813
1440,Invasion of the Body Snatchers,1978,3.75,7001
1441,Jaws 2,1978,2.62,1388
1442,The Last Waltz,1978,4.5,5385
1443,The Lord of the Rings,1978,3.13,2116
1444,Martin,1977,4.0,7492
1445,Midnight Express,1978,4.0,3498
1446,Nan Shao Lin yu bei Shao Lin,1978,4.0,141400
1447,National Lampoon's Animal House,1978,3.69,3421
1448,The Clonus Horror,1979,2.75,26409
1449,Piranha,1978,2.64,3024
1450,De platte jungle,1979,5.0,184245
1451,Return from Witch Mountain,1978,2.25,2091
1452,Revenge of the Pink Panther,1978,3.25,8596
1453,Se ying diu sau,1978,3.25,26413
1454,Superman,1978,3.61,2640
1455,The Swarm,1978,2.25,5543
1456,Up in Smoke,1978,3.59,1194
1457,Watership Down,1978,4.05,2138
1458,Who'll Stop the Rain,1978,4.0,4695
1459,The Wiz,1978,2.0,6316
1460,Connections,1978,5.0,86237
1461,...And Justice for All,1979,3.17,3420
1462,10,1979,3.38,6658
1463,1941,1979,2.67,7104
1464,Alien,1979,3.97,1214
1465,All That Jazz,1979,4.08,2971
1466,Amator,1979,3.0,8844
1467,Americathon,1979,1.5,8427
1468,The Amityville Horror,1979,2.63,1327
1469,Apocalypse Now,1979,4.22,1208
1470,The Apple Dumpling Gang Rides Again,1979,2.88,2016
1471,Being There,1979,3.95,1292
1472,Beyond the Poseidon Adventure,1979,2.0,2537
1473,The Black Hole,1979,2.61,2034
1474,The Black Stallion,1979,3.5,6170
1475,Die Blechtrommel,1979,3.67,1161
1476,Breaking Away,1979,4.09,3359
1477,The Brood,1979,3.0,6748
1478,Cannibal Holocaust,1980,2.67,8906
1479,Captain America,1979,0.5,102735
1480,Captain America II: Death Too Soon,1979,0.5,102749
1481,The Champ,1979,3.0,3428
1482,The China Syndrome,1979,3.7,7698
1483,Mai ming xiao zi,1979,4.0,135815
1484,Dracula,1979,4.5,6665
1485,Die Ehe der Maria Braun,1979,5.0,31522
1486,Escape from Alcatraz,1979,3.79,8340
1487,The Frisco Kid,1979,2.5,33126
1488,Going in Style,1979,2.5,7414
1489,The Great Santini,1979,3.67,3135
1490,The First Great Train Robbery,1978,3.5,6990
1491,Hair,1979,3.17,26422
1492,Saturn 3,1980,2.5,168358
1493,Xiao quan guai zhao,1979,3.0,98499
1494,The Jerk,1979,3.37,2109
1495,Kramer vs. Kramer,1979,3.89,1955
1496,The Legend of Sleepy Hollow,1980,1.5,53450
1497,Life of Brian,1979,3.93,1080
1498,Love at First Bite,1979,4.0,26429
1499,Mad Max,1979,3.49,3702
1500,Manhattan,1979,4.11,1244
1501,Meatballs,1979,3.22,3040
1502,Meteor,1979,1.83,2526
1503,Moonraker,1979,3.13,3638
1504,More American Graffiti,1979,3.0,6821
1505,Moskva slezam ne verit,1980,5.0,4788
1506,The Muppet Movie,1979,3.59,3396
1507,Norma Rae,1979,3.5,4292
1508,North Dallas Forty,1979,3.0,3506
1509,Nosferatu - Phantom der Nacht,1979,4.0,5489
1510,Osenniy marafon,1979,4.0,141810
1511,Phantasm,1979,2.89,2901
1512,Piedone d'Egitto,1980,1.5,68480
1513,Prova d'orchestra,1978,3.5,46862
1514,Quadrophenia,1979,3.0,4811
1515,Real Life,1979,3.0,4197
1516,Rocky II,1979,3.19,2409
1517,Rupan sansei: Kariosutoro no shiro,1979,3.4,8253
1518,Sherlok Kholms i doktor Vatson,1980,5.0,147330
1519,Stalker,1979,3.62,1232
1520,Star Trek: The Motion Picture,1979,3.04,1371
1521,Starcrash,1978,0.5,53453
1522,Time After Time,1979,3.75,5544
1523,Tom Horn,1980,4.0,5699
1524,Tot samyy Myunkhgauzen,1980,4.5,134252
1525,Zombi 2,1979,4.0,5165
1526,The Warriors,1979,3.94,7802
1527,When a Stranger Calls,1979,2.5,4893
1528,Woyzeck,1979,3.25,37545
1529,Jui kuen,1978,4.05,2924
1530,Krovavaya nadpis,1980,5.0,147328
1531,Tinker Tailor Soldier Spy,1979,3.62,7762
1532,'Breaker' Morant,1980,3.93,3811
1533,Nine to Five,1980,2.73,4291
1534,Airplane!,1980,3.86,2791
1535,Alligator,1980,2.0,2525
1536,Altered States,1980,3.57,4713
1537,American Gigolo,1980,2.69,3649
1538,Any Which Way You Can,1980,2.0,4714
1539,Atlantic City,1980,3.69,2130
1540,Attack of the Killer Tomatoes!,1978,2.2,2163
1541,Attila flagello di Dio,1982,2.5,5922
1542,The Awakening,1980,3.0,4715
1543,Battle Beyond the Stars,1980,3.0,4198
1544,Battle Creek Brawl,1980,4.0,4717
1545,The Big Red One,1980,4.25,4826
1546,Il bisbetico domato,1980,4.5,134326
1547,The Blue Lagoon,1980,2.46,2950
1548,The Blues Brothers,1980,3.81,1220
1549,The Boogey Man,1980,3.0,4827
1550,Bronco Billy,1980,3.0,3834
1551,Brubaker,1980,4.0,4830
1552,Caddyshack,1980,3.83,3552
1553,Caligola,1979,1.0,2862
1554,Can't Stop the Music,1980,3.0,4831
1555,The Changeling,1980,3.33,4833
1556,La città delle donne,1980,2.83,4289
1557,Coal Miner's Daughter,1980,3.5,4835
1558,The Competition,1980,3.75,4836
1559,Le dernier métro,1980,4.0,4840
1560,Yi zhao ban shi chuang jiang hu,1978,3.0,98503
1561,Dressed to Kill,1980,1.0,4932
1562,The Elephant Man,1980,4.03,2313
1563,Star Wars: Episode V - The Empire Strikes Back,1980,4.22,1196
1564,Fame,1980,3.33,4936
1565,The Fiendish Plot of Dr. Fu Manchu,1980,2.0,2286
1566,The Final Countdown,1980,3.0,4939
1567,Flash Gordon,1980,3.19,4941
1568,The Fog,1980,2.5,1128
1569,Friday the 13th,1980,2.88,1974
1570,The Gods Must Be Crazy,1980,3.89,2150
1571,Hangar 18,1980,4.5,5181
1572,Herbie Goes Bananas,1980,2.88,2050
1573,The Hollywood Knights,1980,2.0,3619
1574,Hopscotch,1980,4.0,5187
1575,Humanoids from the Deep,1980,1.5,5189
1576,The Idolmaker,1980,4.0,3586
1577,Inferno,1980,2.5,3587
1578,Kagemusha,1980,4.12,3091
1579,Little Darlings,1980,2.0,5197
1580,Little Miss Marker,1980,4.0,30994
1581,The Long Good Friday,1980,3.5,5198
1582,Melvin and Howard,1980,4.0,2988
1583,Mon oncle d'Amérique,1980,3.25,5202
1584,Motel Hell,1980,2.75,5205
1585,My Bodyguard,1980,3.86,2240
1586,The Octagon,1980,3.0,5212
1587,"Oh, God! Book II",1980,1.5,5213
1588,Ordinary People,1980,4.0,1956
1589,Paura nella città dei morti viventi,1980,3.0,3652
1590,Popeye,1980,2.5,2088
1591,Private Benjamin,1980,3.12,1135
1592,The Private Eyes,1980,2.75,3971
1593,Prom Night,1980,2.5,1987
1594,Raging Bull,1980,4.19,1228
1595,Raise the Titanic,1980,4.0,3403
1596,Return of the Secaucus Seven,1980,3.5,5238
1597,Ricomincio da tre,1981,4.5,5849
1598,Rude Boy,1980,4.0,5239
1599,Running Scared,1980,4.0,5240
1600,Scanners,1981,3.25,5853
1601,Seems Like Old Times,1980,5.0,5241
1602,The Shining,1980,4.08,1258
1603,Shogun Assassin,1980,5.0,5244
1604,Smokey and the Bandit II,1980,2.12,5246
1605,Somewhere in Time,1980,3.07,1286
1606,Stardust Memories,1980,3.6,2290
1607,Stir Crazy,1980,4.0,5250
1608,The Stunt Man,1980,4.5,4956
1609,Superman II,1980,3.02,2641
1610,Time Bandits,1981,3.73,2968
1611,L'uomo puma,1980,0.5,5700
1612,Urban Cowboy,1980,2.33,5696
1613,The Watcher in the Woods,1980,3.0,5311
1614,Where the Buffalo Roam,1980,3.67,3235
1615,Without Warning,1980,2.0,5704
1616,North Sea Hijack,1980,2.0,5209
1617,Cosmos,1980,4.5,171495
1618,The Hitch Hiker's Guide to the Galaxy,1981,4.0,26444
1619,...All the Marbles,1981,2.0,5706
1620,Absence of Malice,1981,3.25,5707
1621,Contamination,1980,5.0,6835
1622,American Pop,1981,3.5,3725
1623,An American Werewolf in London,1981,3.41,1321
1624,Arthur,1981,2.8,3524
1625,Banana Joe,1982,2.75,5710
1626,Blood Beach,1980,1.0,1335
1627,Blow Out,1981,3.62,5712
1628,Body Heat,1981,4.0,2917
1629,Das Boot,1981,4.21,1233
1630,La boum,1980,3.5,4828
1631,Bustin' Loose,1981,2.0,3014
1632,The Cannonball Run,1981,2.75,4396
1633,Caveman,1981,2.5,5427
1634,Cha shou,1981,4.0,147657
1635,Chariots of Fire,1981,4.04,1957
1636,The Chosen,1981,,5721
1637,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,3.62,4439
1638,Clash of the Titans,1981,3.61,5540
1639,Conan the Barbarian,1982,3.26,1587
1640,Condorman,1981,3.33,2041
1641,Continental Divide,1981,5.0,5723
1642,Cutter's Way,1981,3.0,3731
1643,Death Wish II,1982,1.67,3431
1644,The Decline of Western Civilization,1981,3.75,3679
1645,The Devil and Max Devlin,1981,2.5,2044
1646,Diva,1981,3.8,1264
1647,Dragonslayer,1981,4.08,5039
1648,Escape from New York,1981,3.45,1129
1649,Excalibur,1981,3.64,2872
1650,An Eye for an Eye,1981,4.0,4946
1651,Eyewitness,1981,4.0,5733
1652,La femme d'à côté,1981,4.0,5741
1653,The Final Conflict,1981,2.0,2790
1654,First Monday in October,1981,4.0,5742
1655,For Your Eyes Only,1981,3.55,2989
1656,The Four Seasons,1981,5.0,5745
1657,The Fox and the Hound,1981,3.58,1033
1658,The French Lieutenant's Woman,1981,3.0,4784
1659,Friday the 13th Part 2,1981,2.5,1975
1660,The Funhouse,1981,2.0,3021
1661,Galaxy of Terror,1981,5.0,5746
1662,Gallipoli,1981,4.29,5747
1663,Ghost Story,1981,3.0,5749
1664,The Great Muppet Caper,1981,3.45,3397
1665,Gregory's Girl,1980,3.0,5752
1666,La guerre du feu,1981,3.79,3036
1667,Halloween II,1981,2.4,1983
1668,Happy Birthday to Me,1981,2.0,5755
1669,Heavy Metal,1981,3.55,610
1670,Hell Night,1981,2.0,2878
1671,History of the World: Part I,1981,3.62,2301
1672,The Howling,1981,2.9,1130
1673,The Incredible Shrinking Woman,1981,2.0,4909
1674,Innamorato pazzo,1981,4.5,140038
1675,Looker,1981,4.5,5764
1676,Mad Max 2,1981,4.04,3703
1677,Le maître d'école,1981,4.0,146986
1678,Meantime,1983,5.0,73822
1679,Mephisto,1981,5.0,2075
1680,Mis,1981,3.5,5767
1681,Modern Problems,1981,3.0,5768
1682,Mommie Dearest,1981,3.12,2639
1683,My Bloody Valentine,1981,0.5,5771
1684,My Dinner with Andre,1981,4.75,5772
1685,Neighbors,1981,3.0,5773
1686,Nighthawks,1981,3.25,3029
1687,On Golden Pond,1981,3.65,1124
1688,Outland,1981,2.75,4443
1689,Piranha Part Two: The Spawning,1982,2.0,5779
1690,Polyester,1981,3.0,5780
1691,The Postman Always Rings Twice,1981,3.5,3529
1692,Le professionnel,1981,3.87,5782
1693,Ragtime,1981,3.5,5847
1694,Raiders of the Lost Ark,1981,4.21,1198
1695,Reds,1981,3.25,2929
1696,"Sjecas li se, Dolly Bell",1981,4.0,5856
1697,Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sobaka Baskerviley,1981,4.0,146028
1698,Stripes,1981,3.79,1663
1699,Take This Job and Shove It,1981,1.0,5863
1700,Taps,1981,4.0,5237
1701,Thief,1981,4.5,5867
1702,Under the Rainbow,1981,2.0,3048
1703,Vabank,1981,4.5,5912
1704,Victory,1981,4.75,5915
1705,De weg naar het zuiden,1981,4.0,91860
1706,Smiley's People,1982,4.0,26453
1707,48 Hrs.,1982,3.59,5049
1708,Airplane II: The Sequel,1982,3.18,2792
1709,Amityville II: The Possession,1982,1.12,1326
1710,Android,1982,4.5,5919
1711,Annie,1982,3.12,4039
1712,The Atomic Cafe,1982,4.5,5288
1713,Basket Case,1982,2.62,4697
1714,The Beast Within,1982,2.0,5925
1715,The Beastmaster,1982,2.8,4915
1716,The Best Little Whorehouse in Texas,1982,3.0,5927
1717,Bill Cosby: Himself,1983,4.0,8827
1718,Blade Runner,1982,4.1,541
1719,La boum 2,1982,3.0,5929
1720,Burden of Dreams,1982,3.75,5932
1721,Cat People,1982,2.81,1346
1722,Creepshow,1982,3.07,3016
1723,The Dark Crystal,1982,3.54,2140
1724,Dead Men Don't Wear Plaid,1982,3.31,2110
1725,Deathtrap,1982,4.5,5938
1726,Diner,1982,3.75,3543
1727,The Draughtsman's Contract,1982,3.7,3221
1728,E.T. the Extra-Terrestrial,1982,3.77,1097
1729,The Evil Dead,1981,3.82,4105
1730,Fanny och Alexander,1982,2.75,2068
1731,Fast Times at Ridgemont High,1982,3.48,3210
1732,Firefox,1982,2.75,6078
1733,First Blood,1982,3.55,2403
1734,Fitzcarraldo,1982,3.38,2970
1735,Frances,1982,3.5,2757
1736,Friday the 13th Part III,1982,2.21,1976
1737,Gandhi,1982,3.83,1293
1738,Grease 2,1982,2.08,1381
1739,"I, the Jury",1982,5.0,6086
1740,It Came from Hollywood,1982,2.0,2659
1741,Kiss Me Goodbye,1982,3.5,6090
1742,The Last Unicorn,1982,3.38,6093
1743,Lung siu yeh,1982,3.5,6095
1744,The Man from Snowy River,1982,3.38,4535
1745,Les Maîtres du temps,1982,4.5,3592
1746,A Midsummer Night's Sex Comedy,1982,4.0,6100
1747,Missing,1982,4.0,6101
1748,Monty Python Live at the Hollywood Bowl,1982,4.17,6104
1749,My Favorite Year,1982,3.39,921
1750,Narayama bushikô,1983,5.0,2512
1751,Class Reunion,1982,1.5,3313
1752,Night Shift,1982,3.05,2518
1753,La notte di San Lorenzo,1982,4.0,6107
1754,An Officer and a Gentleman,1982,3.64,4041
1755,Paradise,1982,3.5,6111
1756,Parasite,1982,2.5,2256
1757,Pink Floyd: The Wall,1982,3.76,1298
1758,The Pirate Movie,1982,2.5,6116
1759,Poltergeist,1982,3.43,1994
1760,Porky's,1981,2.14,3688
1761,Le père Noël est une ordure,1982,4.0,6119
1762,Le retour de Martin Guerre,1982,4.33,1150
1763,Richard Pryor: Live on the Sunset Strip,1982,4.0,6122
1764,Rocky III,1982,2.73,2410
1765,Sans soleil,1983,4.0,6123
1766,Savannah Smiles,1982,2.75,6124
1767,The Secret Policeman's Other Ball,1982,3.5,6125
1768,The Secret of NIMH,1982,3.48,2139
1769,The Slumber Party Massacre,1982,2.75,3938
1770,The Snowman,1982,3.75,91488
1771,Sophie's Choice,1982,4.05,1096
1772,Star Trek II: The Wrath of Khan,1982,3.77,1374
1773,Swamp Thing,1982,2.94,2668
1774,Tenebre,1982,2.25,6140
1775,Tex,1982,4.0,2104
1776,They Call Me Bruce,1982,3.0,6141
1777,The Thing,1982,3.93,2288
1778,Tootsie,1982,3.42,4361
1779,The Toy,1982,2.38,4929
1780,Trail of the Pink Panther,1982,3.0,6143
1781,Tron,1982,3.34,2105
1782,Venom,1981,2.0,6145
1783,The Verdict,1982,4.36,3068
1784,Victor/Victoria,1982,3.54,1081
1785,White Dog,1982,2.83,6148
1786,The World According to Garp,1982,3.56,4280
1787,Ren zhe wu di,1982,3.5,135803
1788,Young Doctors in Love,1982,1.5,2255
1789,Zapped!,1982,1.5,6153
1790,'A' gai wak,1983,4.0,42946
1791,All the Right Moves,1983,2.25,5226
1792,Amityville 3-D,1983,1.67,1323
1793,BMX Bandits,1983,3.0,134515
1794,The Big Chill,1983,3.84,2352
1795,The Black Stallion Returns,1983,2.5,6169
1796,Blue Thunder,1983,3.0,26464
1797,Brainstorm,1983,3.5,5054
1798,Breathless,1983,2.0,3584
1799,Chi trova un amico trova un tesoro,1981,2.5,5720
1800,Christine,1983,2.95,2517
1801,A Christmas Story,1983,3.97,2804
1802,Class,1983,3.5,2241
1803,Cujo,1983,2.21,2121
1804,The Day After,1983,3.0,26467
1805,The Dead Zone,1983,3.73,2118
1806,Le dernier combat,1983,4.5,6969
1807,The Dresser,1983,3.0,8379
1808,Easy Money,1983,3.62,3846
1809,Eddie Murphy: Delirious,1983,4.38,26471
1810,Eddie and the Cruisers,1983,2.0,4589
1811,Educating Rita,1983,3.17,8183
1812,El Norte,1983,3.5,26472
1813,Fire and Ice,1983,1.5,5041
1814,Flashdance,1983,2.88,2942
1815,Gorky Park,1983,3.5,6989
1816,Halloween III: Season of the Witch,1982,2.17,1984
1817,The Hunger,1983,3.67,3550
1818,Jaws 3-D,1983,1.42,1389
1819,The King of Comedy,1982,4.07,6001
1820,Koyaanisqatsi,1982,3.86,1289
1821,Krull,1983,2.9,4275
1822,Local Hero,1983,4.06,1238
1823,Losin' It,1982,1.0,4204
1824,The Man with Two Brains,1983,3.25,2111
1825,Max Dugan Returns,1983,2.5,3497
1826,Microwave Massacre,1979,1.0,167538
1827,The Meaning of Life,1983,3.95,6807
1828,Mr. Mom,1983,2.73,3591
1829,My Tutor,1983,2.0,3331
1830,National Lampoon's Vacation,1983,3.65,2795
1831,Never Cry Wolf,1983,4.17,3347
1832,Never Say Never Again,1983,3.12,7573
1833,Octopussy,1983,3.31,7570
1834,The Outsiders,1983,3.72,2114
1835,Pauline à la plage,1983,4.0,6241
1836,Porky's II: The Next Day,1983,1.75,3689
1837,Private School,1983,3.0,3691
1838,Gorugo 13,1983,3.0,136024
1839,Psycho II,1983,2.5,2902
1840,Star Wars: Episode VI - Return of the Jedi,1983,4.14,1210
1841,The Right Stuff,1983,3.86,1231
1842,Risky Business,1983,3.44,2915
1843,Scarface,1983,3.93,4262
1844,Silkwood,1983,4.17,4809
1845,Sleepaway Camp,1983,2.38,3843
1846,Smokey and the Bandit Part 3,1983,1.38,5248
1847,Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sokrovishcha Agry,1983,5.0,147286
1848,Something Wicked This Way Comes,1983,2.9,2097
1849,Spacehunter: Adventures in the Forbidden Zone,1983,2.0,4987
1850,Staying Alive,1983,2.25,5694
1851,The Adventures of Bob & Doug McKenzie: Strange Brew,1983,3.55,5650
1852,Sudden Impact,1983,3.5,4957
1853,Superman III,1983,2.25,2642
1854,Tender Mercies,1983,3.4,2070
1855,Terms of Endearment,1983,3.8,1958
1856,Trading Places,1983,3.73,3039
1857,Twilight Zone: The Movie,1983,3.0,26492
1858,Uncommon Valor,1983,3.0,4353
1859,Valley Girl,1983,2.17,6638
1860,Videodrome,1983,3.69,6774
1861,WarGames,1983,3.31,6979
1862,Qi mou miao ji: Wu fu xing,1983,3.0,98623
1863,The Year of Living Dangerously,1982,3.81,2919
1864,Yentl,1983,4.0,5012
1865,Zelig,1983,4.0,7934
1866,Gostya iz budushchego,1984,4.0,107410
1867,2010,1984,3.59,2311
1868,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,3.55,3070
1869,Against All Odds,1984,2.33,3206
1870,All of Me,1984,2.5,8610
1871,Amadeus,1984,4.18,1225
1872,Antonio Gaudí,1984,4.0,90245
1873,Bachelor Party,1984,2.9,3525
1874,Beat Street,1984,1.0,6347
1875,Best Defense,1984,2.5,7292
1876,Beverly Hills Cop,1984,3.4,4085
1877,Birdy,1984,3.5,3342
1878,Blame It on Rio,1984,3.19,2259
1879,Blind Date,1984,2.0,6044
1880,Blood Simple,1984,4.0,3683
1881,Body Double,1984,2.5,7616
1882,The Bounty,1984,3.0,4000
1883,Boy Meets Girl,1984,3.0,26498
1884,Breakin',1984,2.0,6349
1885,Breakin' 2: Electric Boogaloo,1984,1.67,6348
1886,Broadway Danny Rose,1984,4.2,7983
1887,The Brother from Another Planet,1984,2.5,3700
1888,Cannonball Run II,1984,2.5,4397
1889,Cheech & Chong's The Corsican Brothers,1984,1.12,5428
1890,Children of the Corn,1984,2.45,2122
1891,City Heat,1984,3.0,6814
1892,Cloak & Dagger,1984,3.25,26504
1893,The Company of Wolves,1984,2.0,5797
1894,Conan the Destroyer,1984,3.12,5040
1895,The Cotton Club,1984,3.25,4690
1896,Dreamscape,1984,2.67,3770
1897,Dune,1984,3.43,2021
1898,E la nave va,1983,4.0,2897
1899,Caravan of Courage: An Ewok Adventure,1984,2.25,26510
1900,The Falcon and the Snowman,1985,3.3,3169
1901,Firestarter,1984,3.05,3708
1902,The Flamingo Kid,1984,2.86,3308
1903,Footloose,1984,3.19,3791
1904,Forbrydelsens element,1984,4.0,7134
1905,Frankenstein 90,1984,4.0,37444
1906,Friday the 13th: The Final Chapter,1984,2.58,1977
1907,Ghostbusters,1984,3.78,2716
1908,Godzilla 1985,1985,1.5,2364
1909,Gremlins,1984,3.38,2003
1910,Hot Dog ...The Movie,1983,2.0,6628
1911,Indiana Jones and the Temple of Doom,1984,3.64,2115
1912,Johnny Dangerously,1984,2.86,5568
1913,The Karate Kid,1984,3.57,2420
1914,Kaze no tani no Naushika,1984,4.0,7099
1915,The Killing Fields,1984,4.02,1299
1916,Fai caan che,1984,3.75,53022
1917,The Last Starfighter,1984,3.57,8633
1918,The Lonely Guy,1984,3.5,7716
1919,Lyubov i golubi,1985,5.0,130978
1920,Making the Grade,1984,2.0,4860
1921,Meatballs Part II,1984,2.08,3041
1922,Missing in Action,1984,2.08,3766
1923,Mortuary,1982,2.0,136958
1924,Moscow on the Hudson,1984,3.1,4971
1925,The Muppets Take Manhattan,1984,3.33,3398
1926,The Natural,1984,3.65,3098
1927,Night of the Comet,1984,2.88,2613
1928,A Nightmare on Elm Street,1984,3.0,1347
1929,Nineteen Eighty-Four,1984,3.71,2117
